Search_Term,Product_Title,Selling_Price,MRP,Discount_Pct,Review_Count,Product_Link,Is_Grey_Market,Status,Price_Drop
imported headphones,"Tws Ultrapods display bluetooth, Earbuds Pro + 4 in 1 data fast cable ,  Bluetooth Headphone + 4 in 1 charging cable",399.0,2999.0,86.7,0,https://www.snapdeal.com/product/tws-ultrapods-display-bluetooth-earbuds/661905548532,0,Legit / Authorized,2600.0
imported headphones,"True Wireless Bluetooth Headphone with Wired Earphone, 30 hours of Playback and Deep Bass, Crystal Clear Call",321.0,3599.0,91.1,0,https://www.snapdeal.com/product/true-wireless-bluetooth-headphone-with/630986137918,0,Legit / Authorized,3278.0
imported headphones,"Ultrapod Earpod True Wireless Headphone, TWS earphone, earphone, Best Quality Wireless Bluetooth Headphones & Earphones, 36 Hrs Playtime, 10mm HD Drivers, Sweat Proof",282.0,3599.0,92.2,0,https://www.snapdeal.com/product/ultrapod-earpod-true-wireless-headphone/649252805019,0,Legit / Authorized,3317.0
imported headphones,"U7 Tws Earbuds, Bluetooth Headphone, 30 hours of Playback and Deep Bass, Fast Charging, 3D Sound with Protective Case",458.0,1999.0,77.1,0,https://www.snapdeal.com/product/u7-tws-earbuds-bluetooth-headphone/658934084859,0,Legit / Authorized,1541.0
imported headphones,ANC10 Wireless Earbuds | TWS 5.1 | Emergency Power Bank & Torch | Digital Display Touch Bluetooth Headphones (Black),399.0,3899.0,89.8,0,https://www.snapdeal.com/product/anc10-wireless-earbuds-tws-51/630076117967,0,Legit / Authorized,3500.0
analog watch men,Laurels Analogue White Dial Men's Watch (Lo-Vet-201),309.0,1199.0,74.2,998,https://www.snapdeal.com/product/laurels-vivante-silver-dial-mens/2011766908,0,Legit / Authorized,890.0
analog watch men,EEWHI Silver Stainless Steel Analog Men's Watch,325.0,1499.0,78.3,0,https://www.snapdeal.com/product/eewhi-silver-stainless-steel-analog/639945092827,0,Legit / Authorized,1174.0
analog watch men,Renaissance Traders Rose Gold Metal Analog Men's Watch,350.0,1500.0,76.7,11,https://www.snapdeal.com/product/renaissance-traders-rose-gold-metal/661643006705,0,Legit / Authorized,1150.0
analog watch men,LimeStone Black Silicon Analog Men's Watch,388.0,1599.0,75.7,22,https://www.snapdeal.com/product/limestone-black-silicon-analog-mens/621539784259,0,Legit / Authorized,1211.0
analog watch men,acnos Silver Stainless Steel Analog Men's Watch,292.0,1499.0,80.5,90,https://www.snapdeal.com/product/acnos-silver-stainless-steel-analog/629169300846,1,Suspicious / Grey Market,1207.0
analog watch men,Abrexo Silver Stainless Steel Analog Men's Watch,388.0,1499.0,74.1,3,https://www.snapdeal.com/product/abrexo-silver-stainless-steel-analog/624951325235,0,Legit / Authorized,1111.0
analog watch men,PIRASO Black Stainless Steel Analog Men's Watch,301.0,999.0,69.9,187,https://www.snapdeal.com/product/piraso-black-stainless-steel-analog/619429406618,0,Legit / Authorized,698.0
analog watch men,Axton AXC-2301PiDU WHITE-C Stainless Steel Analog Men's Watch,232.0,1199.0,80.7,20,https://www.snapdeal.com/product/axton-axc2301pidu-whitec-stainless-steel/630930303648,1,Suspicious / Grey Market,967.0
analog watch men,Septem Multicolor Leather Analog Men's Watch,298.0,999.0,70.2,17,https://www.snapdeal.com/product/septem-multicolor-leather-analog-mens/668271217214,0,Legit / Authorized,701.0
analog watch men,HMTr Black Rubber Analog Men's Watch,203.0,799.0,74.6,364,https://www.snapdeal.com/product/hmtr-6053black-rubber-analog-mens/652533272972,0,Legit / Authorized,596.0
analog watch men,EMPERO Black Stainless Steel Analog Men's Watch,248.0,999.0,75.2,1014,https://www.snapdeal.com/product/empero-all-black-stainless-steel/675075947487,0,Legit / Authorized,751.0
analog watch men,HMTe HM-4072 Leather Analog Men's Watch,348.0,999.0,65.2,13,https://www.snapdeal.com/product/hmte-hm4072-leather-analog-mens/668733619962,0,Legit / Authorized,651.0
analog watch men,Abrexo Brown Silicon Analog Men's Watch,388.0,1499.0,74.1,53,https://www.snapdeal.com/product/abrexo-brown-silicon-analog-mens/683392240190,0,Legit / Authorized,1111.0
analog watch men,Renaissance Traders Rose Gold Metal Analog Men's Watch,378.0,1500.0,74.8,144,https://www.snapdeal.com/product/renaissance-traders-rose-gold-metal/625380734173,0,Legit / Authorized,1122.0
analog watch men,Fadiso Fashion Silver Stainless Steel Analog Men's Watch,488.0,1999.0,75.6,2,https://www.snapdeal.com/product/fadiso-fashion-silver-stainless-steel/684894059585,0,Legit / Authorized,1511.0
analog watch men,Fadiso Fashion Silver Stainless Steel Analog Men's Watch,538.0,1999.0,73.1,3,https://www.snapdeal.com/product/fadiso-fashion-silver-stainless-steel/667696514053,0,Legit / Authorized,1461.0
analog watch men,Redux - Blue Leather Analog Men's Watch,316.0,1399.0,77.4,725,https://www.snapdeal.com/product/redux-rws0216s-blue-dial-leather/669826729090,0,Legit / Authorized,1083.0
analog watch men,Renaissance Traders Gold Metal Analog Men's Watch,378.0,1499.0,74.8,113,https://www.snapdeal.com/product/renaissance-traders-gold-metal-analog/671577799463,0,Legit / Authorized,1121.0
analog watch men,HMXT Gold Metal Analog Men's Watch,360.0,999.0,64.0,73,https://www.snapdeal.com/product/hmxt-gold-metal-analog-mens/668782677247,0,Legit / Authorized,639.0
analog watch men,Axton Gold Stainless Steel Analog Men's Watch,356.0,1799.0,80.2,56,https://www.snapdeal.com/product/axton-gold-stainless-steel-analog/680558619098,1,Suspicious / Grey Market,1443.0
analog watch men,Renaissance Traders Silver Metal Analog Men's Watch,350.0,1499.0,76.7,5,https://www.snapdeal.com/product/renaissance-traders-silver-metal-analog/668070606231,0,Legit / Authorized,1149.0
analog watch men,Aglance NK1506BM01 Metal Analog Men's Watch,476.0,1999.0,76.2,71,https://www.snapdeal.com/product/aglance-nk1506bm01-metal-analog-mens/656291325759,0,Legit / Authorized,1523.0
analog watch men,Abrexo Green Silicon Analog Men's Watch,388.0,1499.0,74.1,13,https://www.snapdeal.com/product/abrexo-green-silicon-analog-mens/672970913595,0,Legit / Authorized,1111.0
analog watch men,Axton Gold Stainless Steel Analog Men's Watch,288.0,1499.0,80.8,5,https://www.snapdeal.com/product/axton-gold-stainless-steel-analog/631051653706,1,Suspicious / Grey Market,1211.0
analog watch men,Wristy Black Plastic Analog Men's Watch,439.0,1499.0,70.7,2,https://www.snapdeal.com/product/wristy-black-plastic-analog-mens/645164128271,0,Legit / Authorized,1060.0
analog watch men,Septem Brown Leather Analog Men's Watch,208.0,999.0,79.2,86,https://www.snapdeal.com/product/septem-brown-leather-analog-mens/662472114808,0,Legit / Authorized,791.0
analog watch men,Septem Multicolor Leather Analog Men's Watch,368.0,1299.0,71.7,92,https://www.snapdeal.com/product/septem-multicolor-leather-analog-mens/636321918134,0,Legit / Authorized,931.0
analog watch men,LimeStone Black Silicon Analog Men's Watch,268.0,999.0,73.2,201,https://www.snapdeal.com/product/limestone-black-silicon-analog-mens/657123782928,0,Legit / Authorized,731.0
analog watch men,Eddy Hager Silver Stainless Steel Analog Men's Watch,582.0,2599.0,77.6,3,https://www.snapdeal.com/product/eddy-hager-silver-stainless-steel/632562576713,0,Legit / Authorized,2017.0
analog watch men,Daniel Clarion Maroon Silicon Analog Men's Watch,281.0,1599.0,82.4,8,https://www.snapdeal.com/product/daniel-clarion-maroon-silicon-analog/683359832031,1,Suspicious / Grey Market,1318.0
analog watch men,LimeStone Gold Metal Analog Men's Watch,488.0,999.0,51.2,3,https://www.snapdeal.com/product/limestone-gold-metal-analog-mens/632200769186,0,Legit / Authorized,511.0
analog watch men,Fadiso Fashion Silver Metal Analog Men's Watch,234.0,999.0,76.6,11,https://www.snapdeal.com/product/fadiso-fashion-silver-metal-analog/668143988846,0,Legit / Authorized,765.0
analog watch men,Lorenz Brown Leather Analog Men's Watch,380.0,1990.0,80.9,51,https://www.snapdeal.com/product/lorenz-brown-leather-analog-mens/687088363782,1,Suspicious / Grey Market,1610.0
analog watch men,Shivark Silver Stainless Steel Analog Men's Watch,242.0,999.0,75.8,40,https://www.snapdeal.com/product/shivark-silver-stainless-steel-analog/631813132810,0,Legit / Authorized,757.0
analog watch men,Mikado Black Silicon Analog Men's Watch,277.0,999.0,72.3,40,https://www.snapdeal.com/product/mikado-black-silicon-analog-mens/664885077304,0,Legit / Authorized,722.0
analog watch men,Mikado Olive Silicon Analog Men's Watch,277.0,999.0,72.3,240,https://www.snapdeal.com/product/mikado-olive-silicon-analog-mens/639203872638,0,Legit / Authorized,722.0
analog watch men,acnos Gold Stainless Steel Analog Men's Watch,327.0,1499.0,78.2,10,https://www.snapdeal.com/product/acnos-gold-stainless-steel-analog/658875054396,0,Legit / Authorized,1172.0
analog watch men,Armado Green Stainless Steel Analog Men's Watch,372.0,2199.0,83.1,11,https://www.snapdeal.com/product/armado-green-stainless-steel-analog/631842611246,1,Suspicious / Grey Market,1827.0
analog watch men,Renaissance Traders Black Metal Analog Men's Watch,354.0,1500.0,76.4,54,https://www.snapdeal.com/product/renaissance-traders-black-metal-analog/636078743878,0,Legit / Authorized,1146.0
analog watch men,REESKY Gold Brass Analog Men's Watch,388.0,1499.0,74.1,162,https://www.snapdeal.com/product/reesky-gold-brass-analog-mens/635079005959,0,Legit / Authorized,1111.0
analog watch men,Armado Green Silicon Analog Men's Watch,281.0,1599.0,82.4,1,https://www.snapdeal.com/product/armado-green-silicon-analog-mens/657558277096,1,Suspicious / Grey Market,1318.0
analog watch men,Redux - Brown Leather Analog Men's Watch,316.0,1399.0,77.4,3310,https://www.snapdeal.com/product/redux-rws0200s-brown-dial-leather/650148390101,0,Legit / Authorized,1083.0
analog watch men,EEWHI Silver Stainless Steel Analog Men's Watch,380.0,1499.0,74.6,69,https://www.snapdeal.com/product/eewhi-silver-stainless-steel-analog/663656446968,0,Legit / Authorized,1119.0
analog watch men,Versatile Gold Metal Analog Men's Watch,348.0,999.0,65.2,278,https://www.snapdeal.com/product/versatile-gold-metal-analog-mens/668886988308,0,Legit / Authorized,651.0
analog watch men,HMTr Brown Leather Analog Men's Watch,266.0,1499.0,82.3,173,https://www.snapdeal.com/product/hmtr-6056white-rubber-analog-mens/671667406839,1,Suspicious / Grey Market,1233.0
analog watch men,Versatile - Black Silicon Analog Men's Watch,320.0,1999.0,84.0,52,https://www.snapdeal.com/product/versatile-black-silicon-analog-mens/661710806764,1,Suspicious / Grey Market,1679.0
analog watch men,Om Collection SKT09 Leather Analog,305.0,1699.0,82.0,2151,https://www.snapdeal.com/product/om-collection-skt09-leather-analog/652329713982,0,Legit / Authorized,1394.0
analog watch men,HMXT Silver Stainless Steel Analog Men's Watch,331.0,1199.0,72.4,78,https://www.snapdeal.com/product/hmxt-silver-stainless-steel-analog/619539793305,0,Legit / Authorized,868.0
analog watch men,Fire Collection Silver Stainless Steel Analog Men's Watch,432.0,1599.0,73.0,0,https://www.snapdeal.com/product/fire-collection-silver-stainless-steel/682048692070,0,Legit / Authorized,1167.0
analog watch men,REESKY Gold Stainless Steel Analog Men's Watch,468.0,1499.0,68.8,295,https://www.snapdeal.com/product/reesky-gold-stainless-steel-analog/683751710053,0,Legit / Authorized,1031.0
analog watch men,Septem Maroon Leather Analog Men's Watch,288.0,1399.0,79.4,14,https://www.snapdeal.com/product/septem-maroon-leather-analog-mens/658627509234,0,Legit / Authorized,1111.0
analog watch men,HMTI 9086 Gold Metal Analog Men's Watch,329.0,1999.0,83.5,136,https://www.snapdeal.com/product/hmti-9086-gold-metal-analog/683408005267,1,Suspicious / Grey Market,1670.0
analog watch men,HMXT Brown Leather Analog Men's Watch,297.0,999.0,70.3,415,https://www.snapdeal.com/product/hmxt-brown-leather-analog-mens/655192573825,0,Legit / Authorized,702.0
analog watch men,Abrexo Black Silicon Analog Men's Watch,318.0,1499.0,78.8,44,https://www.snapdeal.com/product/abrexo-black-silicon-analog-mens/633793100279,0,Legit / Authorized,1181.0
analog watch men,Renaissance Traders Multicolor Metal Analog Men's Watch,348.0,1500.0,76.8,13,https://www.snapdeal.com/product/renaissance-traders-multicolor-metal-analog/668754763069,0,Legit / Authorized,1152.0
analog watch men,REESKY Gold Brass Analog Men's Watch,408.0,1499.0,72.8,47,https://www.snapdeal.com/product/reesky-gold-brass-analog-mens/620148602369,0,Legit / Authorized,1091.0
analog watch men,REESKY Gold Stainless Steel Analog Men's Watch,488.0,1499.0,67.4,296,https://www.snapdeal.com/product/reesky-gold-stainless-steel-analog/653573684541,0,Legit / Authorized,1011.0
analog watch men,Walrus Silver Stainless Steel Analog Men's Watch,372.0,1899.0,80.4,9,https://www.snapdeal.com/product/walrus-silver-stainless-steel-analog/681612074015,1,Suspicious / Grey Market,1527.0
analog watch men,kriss collection Black Metal Analog Men's Watch,478.0,1999.0,76.1,21,https://www.snapdeal.com/product/kriss-collection-black-metal-analog/683066885701,0,Legit / Authorized,1521.0
analog watch men,Septem Multicolor Leather Analog Men's Watch,388.0,1899.0,79.6,27,https://www.snapdeal.com/product/septem-multicolor-leather-analog-mens/633404726534,0,Legit / Authorized,1511.0
analog watch men,Fadiso Fashion Black Stainless Steel Analog Men's Watch,288.0,1299.0,77.8,27,https://www.snapdeal.com/product/fadiso-fashion-black-stainless-steel/643223933887,0,Legit / Authorized,1011.0
analog watch men,Septem Black Leather Analog Men's Watch,208.0,999.0,79.2,95,https://www.snapdeal.com/product/septem-black-leather-analog-mens/648469411051,0,Legit / Authorized,791.0
analog watch men,Fadiso Fashion Silver Stainless Steel Analog Men's Watch,538.0,1999.0,73.1,4,https://www.snapdeal.com/product/fadiso-fashion-silver-stainless-steel/650717458947,0,Legit / Authorized,1461.0
analog watch men,Reboot - Silver Stainless Steel Analog Men's Watch,378.0,1995.0,81.1,246,https://www.snapdeal.com/product/reboot-silver-stainless-steel-analog/686047591754,1,Suspicious / Grey Market,1617.0
analog watch men,Abrexo Black Stainless Steel Analog Men's Watch,488.0,1999.0,75.6,22,https://www.snapdeal.com/product/abrexo-black-stainless-steel-analog/656348824903,0,Legit / Authorized,1511.0
analog watch men,Axton Gold Stainless Steel Analog Men's Watch,356.0,1799.0,80.2,14,https://www.snapdeal.com/product/axton-gold-stainless-steel-analog/635555398107,1,Suspicious / Grey Market,1443.0
analog watch men,IIK COLLECTION 081M Ceramic Analog Men's Watch,306.0,1499.0,79.6,274,https://www.snapdeal.com/product/iik-collection-black-wrist-watch/667931090117,0,Legit / Authorized,1193.0
analog watch men,Swisstyle - Brown Leather Analog Men's Watch,225.0,1199.0,81.2,61,https://www.snapdeal.com/product/swisstyle-brown-leather-analog-mens/664676998447,1,Suspicious / Grey Market,974.0
analog watch men,Renaissance Traders Gold Metal Analog Men's Watch,378.0,1500.0,74.8,158,https://www.snapdeal.com/product/renaissance-traders-gold-metal-analog/640044663849,0,Legit / Authorized,1122.0
analog watch men,Swisstyle Blue Leather Analog Men's Watch,231.0,1199.0,80.7,68,https://www.snapdeal.com/product/swisstyle-blue-leather-analog-mens/679092885038,1,Suspicious / Grey Market,968.0
analog watch men,EMPERO Silver Stainless Steel Analog Men's Watch,418.0,999.0,58.2,102,https://www.snapdeal.com/product/empero-silver-stainless-steel-analog/657765266747,0,Legit / Authorized,581.0
analog watch men,Shivark Blue Silicon Analog Men's Watch,223.0,1299.0,82.8,18,https://www.snapdeal.com/product/shivark-blue-silicon-analog-mens/672955182663,1,Suspicious / Grey Market,1076.0
analog watch men,HMXT - Silver Stainless Steel Analog Men's Watch,311.0,999.0,68.9,1096,https://www.snapdeal.com/product/hmxt-hmxt1-stainless-steel-analog/646664623669,0,Legit / Authorized,688.0
analog watch men,Hant - Black Leather Analog Men's Watch,299.0,1199.0,75.1,126,https://www.snapdeal.com/product/hant-black-leather-analog-mens/647406646822,0,Legit / Authorized,900.0
analog watch men,REESKY Silver Stainless Steel Analog Men's Watch,538.0,1999.0,73.1,22,https://www.snapdeal.com/product/reesky-silver-stainless-steel-analog/685562243655,0,Legit / Authorized,1461.0
analog watch men,EMPERO Black Stainless Steel Analog Men's Watch,258.0,999.0,74.2,3325,https://www.snapdeal.com/product/empero-orange-design-dial-stainless/657134972844,0,Legit / Authorized,741.0
analog watch men,Fadiso Fashion Gold Metal Analog Men's Watch,388.0,1499.0,74.1,31,https://www.snapdeal.com/product/fadiso-fashion-gold-metal-analog/675625329434,0,Legit / Authorized,1111.0
analog watch men,Cosmic - Silver Metal Analog Men's Watch,291.0,500.0,41.8,82,https://www.snapdeal.com/product/cosmic-silver-metal-analog-mens/636893577828,0,Legit / Authorized,209.0
analog watch men,HMXT Brown Leather Analog Men's Watch,282.0,999.0,71.8,225,https://www.snapdeal.com/product/hmxt-hmxt22-leather-analog-mens/639089908811,0,Legit / Authorized,717.0
analog watch men,Septem Multicolor Leather Analog Men's Watch,308.0,999.0,69.2,141,https://www.snapdeal.com/product/septem-multicolor-leather-analog-mens/647663019918,0,Legit / Authorized,691.0
analog watch men,HMXT Brown Leather Analog Men's Watch,264.0,999.0,73.6,119,https://www.snapdeal.com/product/hmxt-brown-leather-analog-mens/619296219505,0,Legit / Authorized,735.0
analog watch men,EMPERO Silver Stainless Steel Analog Men's Watch,410.0,1299.0,68.4,136,https://www.snapdeal.com/product/empero-silver-stainless-steel-analog/665507683986,0,Legit / Authorized,889.0
analog watch men,IIK Collection Black Analog Watch,361.0,1499.0,75.9,270,https://www.snapdeal.com/product/iik-collection-black-analog-watch/623155179902,0,Legit / Authorized,1138.0
analog watch men,Daniel Clarion - Silver Stainless Steel Analog Men's Watch,324.0,2199.0,85.3,134,https://www.snapdeal.com/product/daniel-clarion-silver-stainless-steel/633228053150,1,Suspicious / Grey Market,1875.0
analog watch men,PIRASO Black Stainless Steel Analog Men's Watch,301.0,999.0,69.9,62,https://www.snapdeal.com/product/piraso-black-stainless-steel-analog/667007169997,0,Legit / Authorized,698.0
analog watch men,Swisstyle - Silver Metal Analog Men's Watch,378.0,1799.0,79.0,724,https://www.snapdeal.com/product/swisstyle-silver-metal-analog-mens/621952694746,0,Legit / Authorized,1421.0
analog watch men,EMPERO - Black Stainless Steel Analog Men's Watch,358.0,999.0,64.2,120,https://www.snapdeal.com/product/empero-black-stainless-steel-analog/635891598248,0,Legit / Authorized,641.0
analog watch men,Daniel Clarion Black Silicon Analog Men's Watch,281.0,1599.0,82.4,7,https://www.snapdeal.com/product/daniel-clarion-black-silicon-analog/619203407265,1,Suspicious / Grey Market,1318.0
analog watch men,DIGITRACK - Silver Stainless Steel Analog Men's Watch,299.0,1199.0,75.1,1144,https://www.snapdeal.com/product/digitrack-3039sm02a-stainless-steel-analog/680449459440,0,Legit / Authorized,900.0
analog watch men,Axton Gold Stainless Steel Analog Men's Watch,239.0,1199.0,80.1,19,https://www.snapdeal.com/product/axton-gold-stainless-steel-analog/674117062175,1,Suspicious / Grey Market,960.0
analog watch men,HMTr Gold Stainless Steel Analog Men's Watch,301.0,1999.0,84.9,1068,https://www.snapdeal.com/product/hmtr-7071golden-stainless-steel-analog/670826452453,1,Suspicious / Grey Market,1698.0
analog watch men,Abrexo Black Stainless Steel Analog Men's Watch,488.0,1999.0,75.6,3,https://www.snapdeal.com/product/abrexo-black-stainless-steel-analog/677645911078,0,Legit / Authorized,1511.0
analog watch men,LimeStone Silver Metal Analog Men's Watch,318.0,999.0,68.2,60,https://www.snapdeal.com/product/limestone-silver-metal-analog-mens/631779844423,0,Legit / Authorized,681.0
analog watch men,DIGITRACK - Silver Stainless Steel Analog Men's Watch,299.0,1199.0,75.1,498,https://www.snapdeal.com/product/digitrack-3121sm01-stainless-steel-analog/632942064722,0,Legit / Authorized,900.0
analog watch men,Shivark Silver Metal Analog Men's Watch,194.0,999.0,80.6,22,https://www.snapdeal.com/product/shivark-silver-metal-analog-mens/622558762345,1,Suspicious / Grey Market,805.0
analog watch men,HMXT Gold Metal Analog Men's Watch,331.0,1199.0,72.4,6,https://www.snapdeal.com/product/hmxt-gold-metal-analog-mens/669676863509,0,Legit / Authorized,868.0
analog watch men,Septem Brown Leather Analog Men's Watch,208.0,999.0,79.2,29,https://www.snapdeal.com/product/septem-brown-leather-analog-mens/623337371685,0,Legit / Authorized,791.0
analog watch men,Armado Black Silicon Analog Men's Watch,281.0,1599.0,82.4,1,https://www.snapdeal.com/product/armado-black-silicon-analog-mens/636414997305,1,Suspicious / Grey Market,1318.0
analog watch men,Lorenz Black PU Analog Men's Watch,282.0,999.0,71.8,105,https://www.snapdeal.com/product/lorenz-black-pu-analog-mens/659846428498,0,Legit / Authorized,717.0
analog watch men,Renaissance Traders Silver Metal Analog Men's Watch,349.0,999.0,65.1,7,https://www.snapdeal.com/product/renaissance-traders-silver-metal-analog/650655064010,0,Legit / Authorized,650.0
running shoes,Campus HURRICANE White Men's Sports Running Shoes,807.0,1699.0,52.5,7791,https://www.snapdeal.com/product/campus-navy-mens-sports-running/5764608200676964672,0,Legit / Authorized,892.0
running shoes,OZJI Blue Men's Sports Running Shoes,546.0,2299.0,76.3,31,https://www.snapdeal.com/product/ozji-blue-mens-sports-running/627569187125,0,Legit / Authorized,1753.0
running shoes,PENNEN Black Men's Sports Running Shoes,354.0,999.0,64.6,4,https://www.snapdeal.com/product/pennen-black-mens-sports-running/624129624359,0,Legit / Authorized,645.0
running shoes,ASIAN RAFTAAR-07 Black Men's Sports Running Shoes,658.0,1999.0,67.1,99,https://www.snapdeal.com/product/asian-raftaar07-black-mens-sports/8070451219001176342,0,Legit / Authorized,1341.0
running shoes,hotstyle Gray Men's Sports Running Shoes,512.0,2249.0,77.2,630,https://www.snapdeal.com/product/hotstyle-gray-mens-sports-running/623981372905,0,Legit / Authorized,1737.0
running shoes,Campus PLUSH Black Men's Sports Running Shoes,738.0,2299.0,67.9,16,https://www.snapdeal.com/product/campus-plush-black-mens-sports/5764608149031290356,0,Legit / Authorized,1561.0
running shoes,Action White Men's Sports Running Shoes,1170.0,3199.0,63.4,194,https://www.snapdeal.com/product/action-white-mens-sports-running/649439992773,0,Legit / Authorized,2029.0
running shoes,ASIAN  White  Men's Sports Running Shoes,658.0,1299.0,49.3,225,https://www.snapdeal.com/product/asian-black-running-shoes/6917529662247823164,0,Legit / Authorized,641.0
running shoes,Campus OSLO PRO Gray Men's Sports Running Shoes,994.0,1499.0,33.7,582,https://www.snapdeal.com/product/campus-oslo-pro-gray-running/658074830310,0,Legit / Authorized,505.0
running shoes,Clymb Sports Olive Men's Sports Running Shoes,503.0,999.0,49.6,141,https://www.snapdeal.com/product/clymb-sports-olive-mens-sports/651175349007,0,Legit / Authorized,496.0
running shoes,Campus NORTH PLUS Black Men's Sports Running Shoes,909.0,1899.0,52.1,1355,https://www.snapdeal.com/product/campus-north-plus-black-running/673098707184,0,Legit / Authorized,990.0
running shoes,ASIAN - Innova-04 White Men's Sports Running Shoes,1195.0,1999.0,40.2,397,https://www.snapdeal.com/product/asian-innova04-blue-mens-sports/8070451173654736282,0,Legit / Authorized,804.0
running shoes,Action Sports Shoes For Men White Men's Sports Running Shoes,883.0,2799.0,68.5,78,https://www.snapdeal.com/product/action-sports-shoes-for-men/6917529693376859344,0,Legit / Authorized,1916.0
running shoes,Clymb Blue Men's Sports Running Shoes,509.0,1999.0,74.5,261,https://www.snapdeal.com/product/clymb-blue-mens-sports-running/648650016939,0,Legit / Authorized,1490.0
running shoes,Campus NORTH PLUS Black Men's Sports Running Shoes,939.0,1899.0,50.6,1528,https://www.snapdeal.com/product/campus-north-plus-black-running/621412142106,0,Legit / Authorized,960.0
running shoes,ASIAN TITAAN-06 Navy Men's Sports Running Shoes,1075.0,1999.0,46.2,357,https://www.snapdeal.com/product/asian-titaan06-off-white-mens/6917529654256548761,0,Legit / Authorized,924.0
running shoes,Bersache N-SPO-S-9198 Gray Men's Sports Running Shoes,1055.0,4999.0,78.9,25,https://www.snapdeal.com/product/bersache-nspos9198-gray-mens-sports/8070451154435858719,0,Legit / Authorized,3944.0
running shoes,Clymb Gray Men's Sports Running Shoes,632.0,2100.0,69.9,495,https://www.snapdeal.com/product/clymb-gray-mens-sports-running/679436758476,0,Legit / Authorized,1468.0
running shoes,JQR JOYO-4 Black Men's Sports Running Shoes,713.0,1599.0,55.4,17,https://www.snapdeal.com/product/jqr-joyo4-gray-mens-sports/5764608187808428485,0,Legit / Authorized,886.0
running shoes,ASIAN POWERPLAY-29 Off White Men's Sports Running Shoes,798.0,2499.0,68.1,128,https://www.snapdeal.com/product/asian-powerplay29-black-mens-sports/7493990433096343797,0,Legit / Authorized,1701.0
running shoes,Liberty ROBIN-2E White Men's Sports Running Shoes,989.0,2699.0,63.4,11,https://www.snapdeal.com/product/liberty-robin2e-white-mens-sports/681004313067,0,Legit / Authorized,1710.0
running shoes,ASIAN CIVIC-04 Black Men's Sports Running Shoes,1013.0,1999.0,49.3,22,https://www.snapdeal.com/product/asian-civic04-light-grey-mens/5188147455202170397,0,Legit / Authorized,986.0
running shoes,Campus ABACUS Blue Running Shoes,973.0,2299.0,57.7,712,https://www.snapdeal.com/product/campus-abacus-blue-running-shoes/678244623547,0,Legit / Authorized,1326.0
running shoes,Clymb Sports Black Men's Sports Running Shoes,411.0,1499.0,72.6,28,https://www.snapdeal.com/product/clymb-sports-black-mens-sports/635496149700,0,Legit / Authorized,1088.0
running shoes,ASIAN - OXYGEN-05 White Men's Sports Running Shoes,808.0,1999.0,59.6,222,https://www.snapdeal.com/product/asian-oxygen05-black-mens-sports/8070451159149110056,0,Legit / Authorized,1191.0
running shoes,RUN SEVEN Green Cricket Shoes,836.0,3999.0,79.1,14,https://www.snapdeal.com/product/run-seven-green-cricket-shoes/660092490486,0,Legit / Authorized,3163.0
running shoes,Clymb Black Men's Sports Running Shoes,533.0,2100.0,74.6,227,https://www.snapdeal.com/product/clymb-black-mens-sports-running/626372579906,0,Legit / Authorized,1567.0
running shoes,ASIAN Blue Men's Sports Running Shoes,794.0,999.0,20.5,2121,https://www.snapdeal.com/product/asian-lifestyle-blue-casual-shoes/663174680876,0,Legit / Authorized,205.0
running shoes,Campus DUNK Gray Men's Sports Running Shoes,807.0,1999.0,59.6,85,https://www.snapdeal.com/product/campus-dunk-gray-mens-sports/624092614503,0,Legit / Authorized,1192.0
running shoes,Clymb Navy Men's Sports Running Shoes,533.0,2100.0,74.6,76,https://www.snapdeal.com/product/clymb-navy-mens-sports-running/663542592290,0,Legit / Authorized,1567.0
running shoes,ASIAN NAVIGATOR-02 Dark Grey Men's Sports Running Shoes,1287.0,2999.0,57.1,119,https://www.snapdeal.com/product/asian-navigator02-white-mens-sports/8070451197697643172,0,Legit / Authorized,1712.0
running shoes,Bersache Black Men's Sports Running Shoes,742.0,1999.0,62.9,427,https://www.snapdeal.com/product/bersache-black-mens-sports-running/5764608156812333888,0,Legit / Authorized,1257.0
running shoes,Clymb PRIME Black Men's Sports Running Shoes,515.0,999.0,48.4,69,https://www.snapdeal.com/product/clymb-prime-black-mens-sports/654056029943,0,Legit / Authorized,484.0
running shoes,ASIAN DOMINATOR-03 White Men's Sports Running Shoes,805.0,2499.0,67.8,1014,https://www.snapdeal.com/product/asian-dominator03-white-mens-sports/5764608164689459547,0,Legit / Authorized,1694.0
running shoes,Campus NORTH PLUS Black Men's Sports Running Shoes,909.0,1899.0,52.1,1910,https://www.snapdeal.com/product/campus-north-plus-black-running/5764608167349667899,0,Legit / Authorized,990.0
running shoes,JK Port Sports Shoes for men Black Men's Sports Running Shoes,397.0,2999.0,86.8,32,https://www.snapdeal.com/product/jk-port-sports-shoes-for/5764608188053216512,0,Legit / Authorized,2602.0
running shoes,RUN SEVEN Blue Cricket Shoes,836.0,3999.0,79.1,5,https://www.snapdeal.com/product/run-seven-blue-cricket-shoes/661981230701,0,Legit / Authorized,3163.0
running shoes,Avant RyderX Blue Men's Sports Running Shoes,1034.0,1429.0,27.6,526,https://www.snapdeal.com/product/avant-spartanx-light-grey-mens/5764608159225881973,0,Legit / Authorized,395.0
